Title_ID,Titles,Categories,Date_Added,Ratings,Description
tid5754,The Feels,Movie,2018-07-01,TV-MA,"During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm."
tid5755,The Fighter,Movie,2019-01-13,R,"After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist."
tid5756,The Figurine (Araromire),Movie,2019-10-01,TV-14,"When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them – until luck starts running out."
tid5757,The Final Destination,Movie,2020-01-01,R,"Nick O'Bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans."
tid5758,The First Line,Movie,2016-09-20,TV-14,Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.
tid5759,The First Temptation of Christ,Movie,2019-12-03,TV-MA,"Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family. A Christmas special so wrong, it must be from comedians Porta dos Fundos."
tid5760,The First Wives Club,Movie,2019-11-20,PG,"Following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes."
tid5761,The Five,TV Show,2017-09-15,TV-MA,"Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman's murder, baffling his family and the police."
tid5762,The Five Venoms,Movie,2018-07-31,R,A dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.
tid5763,The Flintstones,Movie,2019-10-01,PG,The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.
tid5764,The Flintstones in Viva Rock Vegas,Movie,2019-10-01,PG,"Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage."
tid5765,The Flying Guillotine,Movie,2018-07-28,TV-MA,"In Qing-dynasty China, the emperor commands that a weapon be invented to kill at a distance without a trace. Then he orders it used on its wielders."
tid5766,The Forbidden Kingdom,Movie,2019-07-01,PG-13,Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.
tid5767,The Force,Movie,2018-01-29,TV-MA,"This documentary follows the police of Oakland, California, as they reform and face the challenges of corruption, commitment and cataclysmic change."
tid5768,The Foreigner,Movie,2020-02-14,R,"After his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to Ireland to take vengeance."
tid5769,The Forgotten,Movie,2017-09-11,TV-MA,"After a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend."
tid5770,The Founder,Movie,2020-08-21,PG-13,"After a fateful encounter with the McDonald brothers, struggling salesman Ray Kroc becomes driven to change the way hamburgers are made and sold."
tid5771,The Free Man,Movie,2017-10-01,TV-PG,Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.
tid5772,The Frozen Ground,Movie,2020-08-27,R,"In this fact-based thriller, an Alaska state trooper pursuing a serial killer teams with a 17-year-old-prostitute who escaped the predator's clutches."
tid5773,The Gathering,Movie,2018-12-08,TV-14,"Between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem."
tid5774,The Gentleman Driver,Movie,2019-01-31,TV-MA,"This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track."
tid5775,The Ghost Who Walks,Movie,2020-04-07,TV-MA,"Desperate to meet his daughter, a convict cuts a deal by ratting out his old boss. Free and searching for his family, he must dodge a hit on his life."
tid5776,The Girl with the Dragon Tattoo,Movie,2021-01-05,R,"When a young computer hacker is tasked with investigating a prying journalist, their separate missions become entangled amid a decades-old conspiracy."
tid5777,The Golem,Movie,2019-06-26,TV-MA,"As sickness spreads throughout the countryside, an infertile woman conjures a living child out of clay and sets it loose on her enemies."
tid5778,The Good Catholic,Movie,2018-01-24,PG-13,A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.
tid5779,The Good Neighbor,Movie,2016-12-05,TV-MA,"Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns."
tid5780,"The Goods: Live Hard, Sell Hard",Movie,2019-11-20,R,"Hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs."
tid5781,The Gospel of John,Movie,2018-10-20,TV-14,"In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel."
tid5782,The Gospel of Luke,Movie,2018-10-19,TV-14,Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.
tid5783,The Gospel of Mark,Movie,2018-10-19,TV-14,"See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy."
tid5784,The Gospel of Matthew,Movie,2018-10-19,TV-14,The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.
tid5785,The Great Gambler,Movie,2019-12-31,TV-14,"After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger."
tid5786,The Great Raid,Movie,2019-11-01,R,"In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese."
tid5787,The Green Hornet,Movie,2020-04-18,PG-13,"A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius."
tid5788,The Hatred,Movie,2017-12-11,R,Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.
tid5789,The Haunting of Molly Hartley,Movie,2018-10-04,PG-13,"A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her."
tid5790,The Healer,Movie,2020-06-01,TV-14,"A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop."
tid5791,The Heat: A Kitchen (R)evolution,Movie,2019-05-07,TV-MA,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.
tid5792,The Help,Movie,2020-06-01,PG-13,"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses."
tid5793,The Heretics,Movie,2019-09-04,TV-MA,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.
tid5794,The Heroes of Evil,Movie,2016-06-01,TV-MA,"Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair."
tid5795,The Heyday of the Insensitive Bastards,Movie,2018-02-26,TV-MA,An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.
tid5796,The Hollow Point,Movie,2017-03-16,R,New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.
tid5797,The Holy Man,Movie,2018-07-25,TV-14,"Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic."
tid5798,The House on Coco Road,Movie,2017-06-30,TV-14,"This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983."
tid5799,The Human Factor: The Untold Story of the Bombay Film Orchestras,Movie,2017-04-01,TV-PG,A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films.
tid5800,The Humanity Bureau,Movie,2018-12-18,R,"In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son."
tid5801,The Hundred-Foot Journey,Movie,2019-01-31,PG,"A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street."
tid5802,The Hurricane Heist,Movie,2018-09-26,PG-13,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.
tid5803,The Hurt Business,Movie,2017-02-01,PG-13,"Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs."
tid5804,The Imaginarium of Doctor Parnassus,Movie,2019-03-08,PG-13,"When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past."
tid5805,The Incident,Movie,2017-06-19,TV-MA,"Two criminals race down a stairwell, a cop close behind. A bickering family begins a road trip. Their journeys will take far longer than expected."
tid5806,The Incredible Story of the Giant Pear,Movie,2019-03-01,TV-G,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island."
tid5807,The Incredibles 2,Movie,2019-01-30,PG,"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting."
tid5808,The Indian in the Cupboard,Movie,2020-11-01,PG,"A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet."
tid5809,The Informant!,Movie,2018-08-01,R,"While gathering evidence against his employer to help the FBI build a price-fixing case, Mark Whitacre begins to piece together a fantasy world."
