Show_ID,Type,Title,Category,Date_Added,Rating,Director,Description
s787,Movie,Company of Heroes,"Action & Adventure, Dramas",2021-06-02,R,Don Michael Paul,"During the last major German offensive of World War II, a group of Allied soldiers sets out against all odds to turn the war around."
s788,Movie,Cradle 2 the Grave,Action & Adventure,2021-06-02,R,Andrzej Bartkowiak,"When a jewel thief pulls off a risky diamond heist with his crew, a gang kidnaps his young daughter and steals the loot as a rival agent offers his help."
s789,Movie,Domestic Disturbance,Thrillers,2021-06-02,PG-13,Harold Becker,A recovering alcoholic is skeptical of his son's claim that his new stepfather is a killer – but soon begins to sense the boy is telling the truth.
s791,Movie,Dream/Killer,Documentaries,2021-06-02,TV-MA,Andrew Jenks,This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.
s792,Movie,Felon,"Action & Adventure, Dramas",2021-06-02,R,Ric Roman Waugh,"After killing a burglar while trying to protect his family, regular guy Wade is convicted of involuntary manslaughter and thrown into prison."
s793,Movie,Flipped,"Comedies, Dramas, Romantic Movies",2021-06-02,PG,Rob Reiner,"Bryce and Juli first meet as children, with Juli having a crush on Bryce. As they mature, it appears their bond may blossom into something more."
s794,Movie,Fools Rush In,"Comedies, Romantic Movies",2021-06-02,PG-13,Andy Tennant,"When a one-night stand results in a pregnancy, two strangers with opposite personalities rush into marriage then must deal with the consequences."
s795,Movie,Gold Statue,"Comedies, Dramas, International Movies",2021-06-02,TV-14,Tade Ogidan,"After tracing an artifact to his ancestry, a young man and his friend's search for a gilded statue lands them in a maximum-security prison."
s797,Movie,Hostel: Part III,"Cult Movies, Horror Movies",2021-06-02,R,Scott Spiegel,"In this installment in the popular horror franchise, a bachelor party in Las Vegas turns into a hellish bloodbath for all involved."
s798,Movie,I Am Sam,Dramas,2021-06-02,PG-13,Jessie Nelson,"When the legal system declares him unfit to be a parent, a father with an intellectual disability fights to regain custody of his young daughter."
s799,Movie,Love Jones,"Comedies, Dramas, Independent Movies",2021-06-02,R,Theodore Witcher,A poet and a photographer take a chance on romance but find their ambitions and baggage could keep them from taking their relationship further.
s800,Movie,Million Dollar Baby,"Dramas, Sports Movies",2021-06-02,PG-13,Clint Eastwood,"When a cantankerous trainer mentors a persistent amateur boxer determined to go pro, deep-seated emotions become their strongest opponents."
s801,Movie,Mosquita y Mari,"Dramas, Independent Movies, LGBTQ Movies",2021-06-02,TV-14,Aurora Guerrero,"Neighbors but by no means friends, high schoolers Yolanda and Mari discover a bond and an attraction when they're made study partners."
s802,Movie,Never Back Down 2: The Beatdown,"Action & Adventure, Dramas, Sports Movies",2021-06-02,R,Michael Jai White,A group of mixed martial arts fighters stars in this action thriller that follows a quartet of brawlers as they prepare for a major underground event.
s803,Movie,Ninja Assassin,Action & Adventure,2021-06-02,R,James McTeigue,A former assassin must protect himself and a Europol agent from a ruthless band of assassins who wish to exist in secrecy.
s804,TV Show,Ouran High School Host Club,"Anime Series, Romantic TV Shows, Teen TV Shows",2021-06-02,TV-PG,Takuya Igarashi,"New student Haruhi stumbles on the Ouran High School Host Club, an all-male group that makes money by entertaining the girls of the school."
s805,Movie,Population 436,"Horror Movies, Thrillers",2021-06-02,R,Michelle MacLaren,"A census taker sent to investigate why Rockwell Falls has had the same population, 436, for more than a century, soon wishes he hadn't taken the job."
s809,Movie,Sniper: Legacy,Action & Adventure,2021-06-02,R,Don Michael Paul,"When a troubled sniper begins killing officers he blames for a bungled mission, elite marksman Brandon Beckett sets out to neutralize the threat."
s810,Movie,Starsky & Hutch,"Action & Adventure, Comedies",2021-06-02,PG-13,Todd Phillips,New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.
s811,Movie,Streets of Fire,"Action & Adventure, Classic Movies, Cult Movies",2021-06-02,PG,Walter Hill,"Tough ex-soldier Tom Cody springs into action when a depraved motorcycle gang kidnaps his former girlfriend, Ellen, who's now a famous singer."
s813,Movie,Swordfish,Action & Adventure,2021-06-02,R,Dominic Sena,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems."
s815,Movie,The Four Seasons,"Comedies, Romantic Movies",2021-06-02,PG,Alan Alda,"Three middle-aged couples vacation together every season until one of the men ditches his wife for a younger woman, tilting the group's dynamics."
s817,Movie,The Interpreter,Thrillers,2021-06-02,PG-13,Sydney Pollack,Silvia Broome is a translator at the United Nations. But her job turns perilous when she overhears a plot to assassinate a government official.
s818,Movie,The Meddler,"Comedies, Dramas, Independent Movies",2021-06-02,PG-13,Lorene Scafaria,"Still-grieving widow Marnie moves to Los Angeles to be close to daughter Lori, but soon discovers new outlets for her maternal and romantic needs."
s819,Movie,The Mirror Has Two Faces,"Comedies, Dramas, Romantic Movies",2021-06-02,PG-13,Barbra Streisand,"Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal – but her colleague only wants a platonic marriage."
s820,Movie,The Outlaw Josey Wales,"Action & Adventure, Classic Movies",2021-06-02,PG,Clint Eastwood,"In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler."
s822,Movie,The Wedding Guest,"Dramas, Romantic Movies, Thrillers",2021-06-02,R,Michael Winterbottom,"Hired to extract a bride-to-be before her arranged wedding in Pakistan, a hired gun goes on the run with his hostage when his plan unravels."
s823,Movie,The Wind,Horror Movies,2021-06-02,R,Emma Tammi,"Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her."
s824,Movie,Then Came You,"Comedies, Dramas, Independent Movies",2021-06-02,TV-MA,Peter Hutchings,A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.
s825,Movie,Welcome Home,Thrillers,2021-06-02,R,George Ratliff,"A couple rents a villa in Italy hoping to mend their bruised relationship, but the devilishly charming homeowner can’t seem to leave them alone."
s827,Movie,Bo Burnham: Inside,Stand-Up Comedy,2021-05-30,TV-MA,Bo Burnham,"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year."
s829,Movie,Collateral Beauty,Dramas,2021-05-28,PG-13,David Frankel,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.
s835,Movie,Blue Miracle,"Children & Family Movies, Dramas, Faith & Spirituality",2021-05-27,TV-PG,Julio Quintana,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition."
s837,Movie,Ghost Lab,"Horror Movies, International Movies, Thrillers",2021-05-27,TV-MA,Paween Purijitpanya,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist."
s839,Movie,Soy Rada: Serendipity,Stand-Up Comedy,2021-05-27,TV-MA,Pablo Faro,"The delightful Argentine comic Agustín Aristarán (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music."
s840,Movie,The Day I lost My Shadow,"Dramas, Independent Movies, International Movies",2021-05-27,TV-MA,Soudade Kaadan,"As winter hits hard and resources run low in Damascus, a single mom heads to the war-scarred outskirts looking for gas to prepare her son a warm meal."
s841,Movie,Baggio: The Divine Ponytail,"Dramas, International Movies, Sports Movies",2021-05-26,TV-MA,Letizia Lamartire,"The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism."
s847,Movie,Home,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2021-05-25,PG,Tim Johnson,"When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip."
s851,Movie,99 Songs,"Dramas, International Movies, Music & Musicals",2021-05-21,TV-14,Vishwesh Krishnamoorthy,"Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
s854,Movie,Army of the Dead,"Action & Adventure, Horror Movies",2021-05-21,R,Zack Snyder,"After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever."
s860,Movie,Asmaa,"Dramas, International Movies",2021-05-20,TV-14,Amr Salama,"Constantly denied medical treatment, an HIV positive woman confronts societal stigma with unexpected courage. Inspired by true events."
s864,Movie,Spy Kids: All the Time in the World,"Children & Family Movies, Comedies",2021-05-20,PG,Robert Rodriguez,Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.
s866,Movie,Sabotage,"Action & Adventure, Dramas",2021-05-19,R,David Ayer,"A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer."
s867,Movie,Small Town Crime,Thrillers,2021-05-19,R,"Eshom Nelms, Ian Nelms","When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer — an act of self-redemption that takes him down a dark path."
s871,Movie,Amy Tan: Unintended Memoir,Documentaries,2021-05-18,TV-14,James Redford,"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary."
s872,Movie,Sardar Ka Grandson,"Comedies, Dramas, International Movies",2021-05-18,TV-14,Kaashvie Nair,"A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair."
s873,Movie,Sleight,"Dramas, Independent Movies, Sci-Fi & Fantasy",2021-05-16,R,J.D. Dillard,"Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be."
s874,Movie,Ahaan,"Dramas, Independent Movies, International Movies",2021-05-15,TV-MA,Nikhil Pherwani,"Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome."
s878,Movie,Cinema Bandi,"Comedies, Independent Movies, International Movies",2021-05-14,TV-MA,Praveen Kandregula,A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.
s879,Movie,Ferry,"Dramas, International Movies, Thrillers",2021-05-14,TV-MA,Cecilia Verheyden,"Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life."
s880,TV Show,Halston,TV Dramas,2021-05-14,TV-MA,Daniel Minahan,His name built an empire. His style defined an era. American fashion designer Halston skyrockets to fame before his life starts to spin out of control.
s882,Movie,I Am All Girls,"Dramas, International Movies, Thrillers",2021-05-14,TV-MA,Donovan Marsh,A relentless detective finds common ground with a killer systematically targeting the perpetrators running a powerful child-trafficking ring.
